Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/08/29,81+,0,235,10/20/2020 02:15:01 PM
2020/08/30,81+,0,235,10/20/2020 02:15:01 PM
2020/08/31,81+,5,240,10/20/2020 02:15:01 PM
2020/09/01,81+,1,241,10/20/2020 02:15:01 PM
2020/09/02,81+,2,243,10/20/2020 02:15:01 PM
2020/09/03,81+,6,249,10/20/2020 02:15:01 PM
2020/09/04,81+,2,251,10/20/2020 02:15:01 PM
2020/09/05,81+,1,252,10/20/2020 02:15:01 PM
2020/09/06,81+,3,255,10/20/2020 02:15:01 PM
2020/09/07,81+,11,266,10/20/2020 02:15:01 PM
2020/09/08,81+,0,266,10/20/2020 02:15:01 PM
2020/09/09,81+,5,271,10/20/2020 02:15:01 PM
2020/09/10,81+,1,272,10/20/2020 02:15:01 PM
2020/09/11,81+,7,279,10/20/2020 02:15:01 PM
2020/09/12,81+,3,282,10/20/2020 02:15:01 PM
2020/09/13,81+,0,282,10/20/2020 02:15:01 PM
2020/09/14,81+,3,285,10/20/2020 02:15:01 PM
2020/09/15,81+,9,294,10/20/2020 02:15:01 PM
2020/09/16,81+,0,294,10/20/2020 02:15:01 PM
2020/09/17,81+,1,295,10/20/2020 02:15:01 PM
2020/09/18,81+,17,312,10/20/2020 02:15:01 PM
2020/09/19,81+,4,316,10/20/2020 02:15:01 PM
2020/09/20,81+,0,316,10/20/2020 02:15:01 PM
2020/09/21,81+,0,316,10/20/2020 02:15:01 PM
2020/09/22,81+,6,322,10/20/2020 02:15:01 PM
2020/09/23,81+,4,326,10/20/2020 02:15:01 PM
2020/09/24,81+,5,331,10/20/2020 02:15:01 PM
2020/09/25,81+,2,333,10/20/2020 02:15:01 PM
2020/09/26,81+,1,334,10/20/2020 02:15:01 PM
2020/09/27,81+,0,334,10/20/2020 02:15:01 PM
2020/09/28,81+,1,335,10/20/2020 02:15:01 PM
2020/09/29,81+,0,335,10/20/2020 02:15:01 PM
2020/09/30,81+,1,336,10/20/2020 02:15:01 PM
2020/10/01,81+,2,338,10/20/2020 02:15:01 PM
2020/10/02,81+,1,339,10/20/2020 02:15:01 PM
2020/10/03,81+,0,339,10/20/2020 02:15:01 PM
2020/10/04,81+,0,339,10/20/2020 02:15:01 PM
2020/10/05,81+,0,339,10/20/2020 02:15:01 PM
2020/10/06,81+,0,339,10/20/2020 02:15:01 PM
2020/10/07,81+,0,339,10/20/2020 02:15:01 PM
2020/10/08,81+,2,341,10/20/2020 02:15:01 PM
2020/10/09,81+,0,341,10/20/2020 02:15:01 PM
2020/10/10,81+,0,341,10/20/2020 02:15:01 PM
2020/10/11,81+,0,341,10/20/2020 02:15:01 PM
2020/10/12,81+,0,341,10/20/2020 02:15:01 PM
2020/10/13,81+,1,342,10/20/2020 02:15:01 PM
2020/10/14,81+,0,342,10/20/2020 02:15:01 PM
2020/10/15,81+,1,343,10/20/2020 02:15:01 PM
2020/10/16,81+,0,343,10/20/2020 02:15:01 PM
2020/10/17,81+,2,345,10/20/2020 02:15:01 PM
2020/10/18,81+,0,345,10/20/2020 02:15:01 PM
2020/10/19,81+,0,345,10/20/2020 02:15:01 PM
2020/04/04,under 18,1,5,10/20/2020 02:15:01 PM
2020/04/05,under 18,0,5,10/20/2020 02:15:01 PM
2020/04/06,under 18,2,7,10/20/2020 02:15:01 PM
2020/04/07,under 18,6,13,10/20/2020 02:15:01 PM
2020/04/08,under 18,1,14,10/20/2020 02:15:01 PM
2020/04/09,under 18,2,16,10/20/2020 02:15:01 PM
2020/04/10,under 18,1,17,10/20/2020 02:15:01 PM
2020/04/11,under 18,1,18,10/20/2020 02:15:01 PM
2020/04/12,under 18,0,18,10/20/2020 02:15:01 PM
2020/04/13,under 18,3,21,10/20/2020 02:15:01 PM
2020/04/14,under 18,0,21,10/20/2020 02:15:01 PM
2020/04/15,under 18,0,21,10/20/2020 02:15:01 PM
2020/04/16,under 18,1,22,10/20/2020 02:15:01 PM
2020/04/17,under 18,0,22,10/20/2020 02:15:01 PM
2020/04/18,under 18,2,24,10/20/2020 02:15:01 PM
2020/04/19,under 18,0,24,10/20/2020 02:15:01 PM
2020/04/20,under 18,2,26,10/20/2020 02:15:01 PM
2020/04/21,under 18,2,28,10/20/2020 02:15:01 PM
2020/04/22,under 18,4,32,10/20/2020 02:15:01 PM
2020/04/23,under 18,1,33,10/20/2020 02:15:01 PM
2020/04/24,under 18,2,35,10/20/2020 02:15:01 PM
2020/04/25,under 18,5,40,10/20/2020 02:15:01 PM
2020/04/26,under 18,2,42,10/20/2020 02:15:01 PM
2020/04/27,under 18,3,45,10/20/2020 02:15:01 PM
2020/04/28,under 18,7,52,10/20/2020 02:15:01 PM
2020/04/29,under 18,3,55,10/20/2020 02:15:01 PM
2020/04/30,under 18,3,58,10/20/2020 02:15:01 PM
2020/05/01,under 18,3,61,10/20/2020 02:15:01 PM
2020/05/02,under 18,6,67,10/20/2020 02:15:01 PM
2020/05/03,under 18,2,69,10/20/2020 02:15:01 PM
2020/05/04,under 18,6,75,10/20/2020 02:15:01 PM
2020/05/05,under 18,0,75,10/20/2020 02:15:01 PM
2020/05/06,under 18,2,77,10/20/2020 02:15:01 PM
2020/05/07,under 18,4,81,10/20/2020 02:15:01 PM
2020/05/08,under 18,6,87,10/20/2020 02:15:01 PM
2020/05/09,under 18,0,87,10/20/2020 02:15:01 PM
2020/05/10,under 18,0,87,10/20/2020 02:15:01 PM
2020/05/11,under 18,3,90,10/20/2020 02:15:01 PM
2020/05/12,under 18,3,93,10/20/2020 02:15:01 PM
2020/05/13,under 18,1,94,10/20/2020 02:15:01 PM
2020/05/14,under 18,7,101,10/20/2020 02:15:01 PM
2020/05/15,under 18,5,106,10/20/2020 02:15:01 PM
2020/05/16,under 18,0,106,10/20/2020 02:15:01 PM
2020/05/17,under 18,1,107,10/20/2020 02:15:01 PM
2020/05/18,under 18,8,115,10/20/2020 02:15:01 PM
2020/05/19,under 18,7,122,10/20/2020 02:15:01 PM
2020/05/20,under 18,8,130,10/20/2020 02:15:01 PM
2020/05/21,under 18,5,135,10/20/2020 02:15:01 PM
2020/05/22,under 18,5,140,10/20/2020 02:15:01 PM
2020/05/23,under 18,3,143,10/20/2020 02:15:01 PM
2020/05/24,under 18,0,143,10/20/2020 02:15:01 PM
2020/05/25,under 18,0,143,10/20/2020 02:15:01 PM
2020/05/26,under 18,11,154,10/20/2020 02:15:01 PM
2020/05/27,under 18,8,162,10/20/2020 02:15:01 PM
2020/05/28,under 18,4,166,10/20/2020 02:15:01 PM
2020/05/29,under 18,3,169,10/20/2020 02:15:01 PM
2020/05/30,under 18,2,171,10/20/2020 02:15:01 PM
2020/05/31,under 18,2,173,10/20/2020 02:15:01 PM
2020/06/01,under 18,2,175,10/20/2020 02:15:01 PM
2020/06/02,under 18,9,184,10/20/2020 02:15:01 PM
2020/06/03,under 18,1,185,10/20/2020 02:15:01 PM
2020/06/04,under 18,2,187,10/20/2020 02:15:01 PM
2020/06/05,under 18,3,190,10/20/2020 02:15:01 PM
2020/06/06,under 18,3,193,10/20/2020 02:15:01 PM
2020/06/07,under 18,2,195,10/20/2020 02:15:01 PM
2020/06/08,under 18,5,200,10/20/2020 02:15:01 PM
2020/06/09,under 18,4,204,10/20/2020 02:15:01 PM
2020/06/10,under 18,1,205,10/20/2020 02:15:01 PM
2020/06/11,under 18,1,206,10/20/2020 02:15:01 PM
2020/06/12,under 18,2,208,10/20/2020 02:15:01 PM
2020/06/13,under 18,1,209,10/20/2020 02:15:01 PM
2020/06/14,under 18,1,210,10/20/2020 02:15:01 PM
2020/06/15,under 18,10,220,10/20/2020 02:15:01 PM
2020/06/16,under 18,10,230,10/20/2020 02:15:01 PM
2020/06/17,under 18,11,241,10/20/2020 02:15:01 PM
2020/06/18,under 18,2,243,10/20/2020 02:15:01 PM
2020/06/19,under 18,5,248,10/20/2020 02:15:01 PM
2020/06/20,under 18,4,252,10/20/2020 02:15:01 PM
2020/06/21,under 18,3,255,10/20/2020 02:15:01 PM
2020/06/22,under 18,11,266,10/20/2020 02:15:01 PM
2020/06/23,under 18,16,282,10/20/2020 02:15:01 PM
2020/06/24,under 18,9,291,10/20/2020 02:15:01 PM
2020/06/25,under 18,5,296,10/20/2020 02:15:01 PM
2020/06/26,under 18,7,303,10/20/2020 02:15:01 PM
2020/06/27,under 18,6,309,10/20/2020 02:15:01 PM
2020/06/28,under 18,7,316,10/20/2020 02:15:01 PM
2020/06/29,under 18,3,319,10/20/2020 02:15:01 PM
2020/06/30,under 18,17,336,10/20/2020 02:15:01 PM
2020/07/01,under 18,13,349,10/20/2020 02:15:01 PM
2020/07/02,under 18,6,355,10/20/2020 02:15:01 PM
2020/07/03,under 18,13,368,10/20/2020 02:15:01 PM
2020/07/04,under 18,0,368,10/20/2020 02:15:01 PM
2020/07/05,under 18,5,373,10/20/2020 02:15:01 PM
2020/07/06,under 18,5,378,10/20/2020 02:15:01 PM
2020/07/07,under 18,5,383,10/20/2020 02:15:01 PM
2020/07/08,under 18,7,390,10/20/2020 02:15:01 PM
2020/07/09,under 18,11,401,10/20/2020 02:15:01 PM
2020/07/10,under 18,16,417,10/20/2020 02:15:01 PM
2020/07/11,under 18,7,424,10/20/2020 02:15:01 PM
2020/07/12,under 18,6,430,10/20/2020 02:15:01 PM
2020/07/13,under 18,25,455,10/20/2020 02:15:01 PM
2020/07/14,under 18,22,477,10/20/2020 02:15:01 PM
2020/07/15,under 18,27,504,10/20/2020 02:15:01 PM
2020/07/16,under 18,17,521,10/20/2020 02:15:01 PM
2020/07/17,under 18,21,542,10/20/2020 02:15:01 PM
2020/07/18,under 18,15,557,10/20/2020 02:15:01 PM
2020/07/19,under 18,7,564,10/20/2020 02:15:01 PM
2020/07/20,under 18,16,580,10/20/2020 02:15:01 PM
2020/07/21,under 18,18,598,10/20/2020 02:15:01 PM
2020/07/22,under 18,12,610,10/20/2020 02:15:01 PM
2020/07/23,under 18,13,623,10/20/2020 02:15:01 PM
2020/07/24,under 18,9,632,10/20/2020 02:15:01 PM
2020/07/25,under 18,13,645,10/20/2020 02:15:01 PM
2020/07/26,under 18,7,652,10/20/2020 02:15:01 PM
2020/07/27,under 18,13,665,10/20/2020 02:15:01 PM
2020/07/28,under 18,9,674,10/20/2020 02:15:01 PM
2020/07/29,under 18,13,687,10/20/2020 02:15:01 PM
2020/07/30,under 18,19,706,10/20/2020 02:15:01 PM
2020/07/31,under 18,10,716,10/20/2020 02:15:01 PM
2020/08/01,under 18,8,724,10/20/2020 02:15:01 PM
2020/08/02,under 18,13,737,10/20/2020 02:15:01 PM
2020/08/03,under 18,9,746,10/20/2020 02:15:01 PM
2020/08/04,under 18,17,763,10/20/2020 02:15:01 PM
2020/08/05,under 18,18,781,10/20/2020 02:15:01 PM
2020/08/06,under 18,13,794,10/20/2020 02:15:01 PM
2020/08/07,under 18,23,817,10/20/2020 02:15:01 PM
2020/08/08,under 18,9,826,10/20/2020 02:15:01 PM
2020/08/09,under 18,9,835,10/20/2020 02:15:01 PM
2020/08/10,under 18,15,850,10/20/2020 02:15:01 PM
2020/08/11,under 18,18,868,10/20/2020 02:15:01 PM
2020/08/12,under 18,17,885,10/20/2020 02:15:01 PM
2020/08/13,under 18,19,904,10/20/2020 02:15:01 PM
2020/08/14,under 18,15,919,10/20/2020 02:15:01 PM
2020/08/15,under 18,9,928,10/20/2020 02:15:01 PM
2020/08/16,under 18,6,934,10/20/2020 02:15:01 PM
2020/08/17,under 18,11,945,10/20/2020 02:15:01 PM
2020/08/18,under 18,9,954,10/20/2020 02:15:01 PM
2020/08/19,under 18,29,983,10/20/2020 02:15:01 PM
2020/08/20,under 18,10,993,10/20/2020 02:15:01 PM
2020/08/21,under 18,15,1008,10/20/2020 02:15:01 PM
2020/08/22,under 18,7,1015,10/20/2020 02:15:01 PM
2020/08/23,under 18,9,1024,10/20/2020 02:15:01 PM
2020/08/24,under 18,13,1037,10/20/2020 02:15:01 PM
2020/08/25,under 18,16,1053,10/20/2020 02:15:01 PM
2020/08/26,under 18,20,1073,10/20/2020 02:15:01 PM
2020/08/27,under 18,16,1089,10/20/2020 02:15:01 PM
2020/08/28,under 18,13,1102,10/20/2020 02:15:01 PM
2020/08/29,under 18,5,1107,10/20/2020 02:15:01 PM
2020/08/30,under 18,3,1110,10/20/2020 02:15:01 PM
2020/08/31,under 18,8,1118,10/20/2020 02:15:01 PM
2020/09/01,under 18,11,1129,10/20/2020 02:15:01 PM
2020/09/02,under 18,12,1141,10/20/2020 02:15:01 PM
2020/09/03,under 18,13,1154,10/20/2020 02:15:01 PM
2020/09/04,under 18,13,1167,10/20/2020 02:15:01 PM
2020/09/05,under 18,5,1172,10/20/2020 02:15:01 PM
2020/09/06,under 18,2,1174,10/20/2020 02:15:01 PM
2020/09/07,under 18,2,1176,10/20/2020 02:15:01 PM
2020/09/08,under 18,9,1185,10/20/2020 02:15:01 PM
2020/09/09,under 18,7,1192,10/20/2020 02:15:01 PM
2020/09/10,under 18,4,1196,10/20/2020 02:15:01 PM
2020/09/11,under 18,11,1207,10/20/2020 02:15:01 PM
2020/09/12,under 18,7,1214,10/20/2020 02:15:01 PM
2020/09/13,under 18,0,1214,10/20/2020 02:15:01 PM
2020/09/14,under 18,15,1229,10/20/2020 02:15:01 PM
2020/09/15,under 18,10,1239,10/20/2020 02:15:01 PM
2020/09/16,under 18,12,1251,10/20/2020 02:15:01 PM
2020/09/17,under 18,3,1254,10/20/2020 02:15:01 PM
2020/09/18,under 18,11,1265,10/20/2020 02:15:01 PM
2020/09/19,under 18,6,1271,10/20/2020 02:15:01 PM
2020/09/20,under 18,1,1272,10/20/2020 02:15:01 PM
2020/09/21,under 18,4,1276,10/20/2020 02:15:01 PM
2020/09/22,under 18,3,1279,10/20/2020 02:15:01 PM
2020/09/23,under 18,10,1289,10/20/2020 02:15:01 PM
2020/09/24,under 18,16,1305,10/20/2020 02:15:01 PM
2020/09/25,under 18,7,1312,10/20/2020 02:15:01 PM
2020/09/26,under 18,3,1315,10/20/2020 02:15:01 PM
2020/09/27,under 18,5,1320,10/20/2020 02:15:01 PM
2020/09/28,under 18,7,1327,10/20/2020 02:15:01 PM
2020/09/29,under 18,2,1329,10/20/2020 02:15:01 PM
2020/09/30,under 18,8,1337,10/20/2020 02:15:01 PM
2020/10/01,under 18,6,1343,10/20/2020 02:15:01 PM
2020/10/02,under 18,2,1345,10/20/2020 02:15:01 PM
2020/10/03,under 18,1,1346,10/20/2020 02:15:01 PM
2020/10/04,under 18,0,1346,10/20/2020 02:15:01 PM
2020/10/05,under 18,5,1351,10/20/2020 02:15:01 PM
2020/10/06,under 18,5,1356,10/20/2020 02:15:01 PM
2020/10/07,under 18,5,1361,10/20/2020 02:15:01 PM
2020/10/08,under 18,3,1364,10/20/2020 02:15:01 PM
2020/10/09,under 18,1,1365,10/20/2020 02:15:01 PM
2020/10/10,under 18,2,1367,10/20/2020 02:15:01 PM
2020/10/11,under 18,1,1368,10/20/2020 02:15:01 PM
2020/10/12,under 18,5,1373,10/20/2020 02:15:01 PM
2020/10/13,under 18,13,1386,10/20/2020 02:15:01 PM
2020/10/14,under 18,6,1392,10/20/2020 02:15:01 PM
2020/10/15,under 18,5,1397,10/20/2020 02:15:01 PM
2020/10/16,under 18,1,1398,10/20/2020 02:15:01 PM
2020/10/17,under 18,1,1399,10/20/2020 02:15:01 PM
2020/10/18,under 18,0,1399,10/20/2020 02:15:01 PM
2020/10/19,under 18,0,1399,10/20/2020 02:15:01 PM
2020/03/10,41-50,2,6,10/20/2020 02:15:01 PM
2020/03/11,41-50,2,8,10/20/2020 02:15:01 PM
2020/03/12,41-50,2,10,10/20/2020 02:15:01 PM
2020/03/13,41-50,4,14,10/20/2020 02:15:01 PM
2020/03/14,41-50,1,15,10/20/2020 02:15:01 PM
2020/03/15,41-50,0,15,10/20/2020 02:15:01 PM
2020/03/16,41-50,10,25,10/20/2020 02:15:01 PM
2020/03/17,41-50,3,28,10/20/2020 02:15:01 PM
2020/03/18,41-50,4,32,10/20/2020 02:15:01 PM
2020/03/19,41-50,4,36,10/20/2020 02:15:01 PM
2020/03/20,41-50,8,44,10/20/2020 02:15:01 PM
2020/03/21,41-50,1,45,10/20/2020 02:15:01 PM
2020/03/22,41-50,6,51,10/20/2020 02:15:01 PM
2020/03/23,41-50,4,55,10/20/2020 02:15:01 PM
2020/03/24,41-50,6,61,10/20/2020 02:15:01 PM
2020/03/25,41-50,9,70,10/20/2020 02:15:01 PM
2020/03/26,41-50,5,75,10/20/2020 02:15:01 PM
2020/03/27,41-50,9,84,10/20/2020 02:15:01 PM
2020/03/28,41-50,1,85,10/20/2020 02:15:01 PM
2020/03/29,41-50,2,87,10/20/2020 02:15:01 PM
2020/03/30,41-50,10,97,10/20/2020 02:15:01 PM
2020/03/31,41-50,12,109,10/20/2020 02:15:01 PM
2020/04/01,41-50,7,116,10/20/2020 02:15:01 PM
2020/04/02,41-50,4,120,10/20/2020 02:15:01 PM
2020/04/03,41-50,3,123,10/20/2020 02:15:01 PM
2020/04/04,41-50,5,128,10/20/2020 02:15:01 PM
2020/04/05,41-50,3,131,10/20/2020 02:15:01 PM
2020/04/06,41-50,11,142,10/20/2020 02:15:01 PM
2020/04/07,41-50,12,154,10/20/2020 02:15:01 PM
2020/04/08,41-50,15,169,10/20/2020 02:15:01 PM
2020/04/09,41-50,20,189,10/20/2020 02:15:01 PM
2020/04/10,41-50,5,194,10/20/2020 02:15:01 PM
2020/04/11,41-50,1,195,10/20/2020 02:15:01 PM
2020/04/12,41-50,0,195,10/20/2020 02:15:01 PM
2020/04/13,41-50,6,201,10/20/2020 02:15:01 PM
2020/04/14,41-50,11,212,10/20/2020 02:15:01 PM
2020/04/15,41-50,7,219,10/20/2020 02:15:01 PM
2020/04/16,41-50,5,224,10/20/2020 02:15:01 PM
2020/04/17,41-50,8,232,10/20/2020 02:15:01 PM
2020/04/18,41-50,4,236,10/20/2020 02:15:01 PM
2020/04/19,41-50,7,243,10/20/2020 02:15:01 PM
2020/04/20,41-50,8,251,10/20/2020 02:15:01 PM
2020/04/21,41-50,7,258,10/20/2020 02:15:01 PM
2020/04/22,41-50,5,263,10/20/2020 02:15:01 PM
2020/04/23,41-50,4,267,10/20/2020 02:15:01 PM
2020/04/24,41-50,3,270,10/20/2020 02:15:01 PM
2020/04/25,41-50,13,283,10/20/2020 02:15:01 PM
2020/04/26,41-50,5,288,10/20/2020 02:15:01 PM
2020/04/27,41-50,5,293,10/20/2020 02:15:01 PM
2020/04/28,41-50,10,303,10/20/2020 02:15:01 PM
2020/04/29,41-50,7,310,10/20/2020 02:15:01 PM
2020/04/30,41-50,5,315,10/20/2020 02:15:01 PM
2020/05/01,41-50,8,323,10/20/2020 02:15:01 PM
2020/05/02,41-50,4,327,10/20/2020 02:15:01 PM
2020/05/03,41-50,2,329,10/20/2020 02:15:01 PM
2020/05/04,41-50,16,345,10/20/2020 02:15:01 PM
2020/05/05,41-50,14,359,10/20/2020 02:15:01 PM
2020/05/06,41-50,7,366,10/20/2020 02:15:01 PM
2020/05/07,41-50,6,372,10/20/2020 02:15:01 PM
2020/05/08,41-50,7,379,10/20/2020 02:15:01 PM
2020/05/09,41-50,0,379,10/20/2020 02:15:01 PM
2020/05/10,41-50,1,380,10/20/2020 02:15:01 PM
2020/05/11,41-50,4,384,10/20/2020 02:15:01 PM
2020/05/12,41-50,6,390,10/20/2020 02:15:01 PM
2020/05/13,41-50,9,399,10/20/2020 02:15:01 PM
2020/05/14,41-50,4,403,10/20/2020 02:15:01 PM
2020/05/15,41-50,6,409,10/20/2020 02:15:01 PM
2020/05/16,41-50,1,410,10/20/2020 02:15:01 PM
2020/05/17,41-50,0,410,10/20/2020 02:15:01 PM
2020/05/18,41-50,6,416,10/20/2020 02:15:01 PM
2020/05/19,41-50,6,422,10/20/2020 02:15:01 PM
2020/05/20,41-50,12,434,10/20/2020 02:15:01 PM
2020/05/21,41-50,4,438,10/20/2020 02:15:01 PM
2020/05/22,41-50,5,443,10/20/2020 02:15:01 PM
2020/05/23,41-50,1,444,10/20/2020 02:15:01 PM
2020/05/24,41-50,2,446,10/20/2020 02:15:01 PM
2020/05/25,41-50,2,448,10/20/2020 02:15:01 PM
2020/05/26,41-50,5,453,10/20/2020 02:15:01 PM
2020/05/27,41-50,2,455,10/20/2020 02:15:01 PM
2020/05/28,41-50,3,458,10/20/2020 02:15:01 PM
2020/05/29,41-50,6,464,10/20/2020 02:15:01 PM
2020/05/30,41-50,3,467,10/20/2020 02:15:01 PM
2020/05/31,41-50,4,471,10/20/2020 02:15:01 PM
2020/06/01,41-50,8,479,10/20/2020 02:15:01 PM
2020/06/02,41-50,9,488,10/20/2020 02:15:01 PM
2020/06/03,41-50,2,490,10/20/2020 02:15:01 PM
2020/06/04,41-50,2,492,10/20/2020 02:15:01 PM
2020/06/05,41-50,3,495,10/20/2020 02:15:01 PM
2020/06/06,41-50,6,501,10/20/2020 02:15:01 PM
2020/06/07,41-50,5,506,10/20/2020 02:15:01 PM
