Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/06/08,41-50,6,512,10/20/2020 02:15:01 PM
2020/06/09,41-50,8,520,10/20/2020 02:15:01 PM
2020/06/10,41-50,7,527,10/20/2020 02:15:01 PM
2020/06/11,41-50,4,531,10/20/2020 02:15:01 PM
2020/06/12,41-50,6,537,10/20/2020 02:15:01 PM
2020/06/13,41-50,4,541,10/20/2020 02:15:01 PM
2020/06/14,41-50,3,544,10/20/2020 02:15:01 PM
2020/06/15,41-50,5,549,10/20/2020 02:15:01 PM
2020/06/16,41-50,9,558,10/20/2020 02:15:01 PM
2020/06/17,41-50,7,565,10/20/2020 02:15:01 PM
2020/06/18,41-50,9,574,10/20/2020 02:15:01 PM
2020/06/19,41-50,6,580,10/20/2020 02:15:01 PM
2020/06/20,41-50,8,588,10/20/2020 02:15:01 PM
2020/06/21,41-50,6,594,10/20/2020 02:15:01 PM
2020/06/22,41-50,15,609,10/20/2020 02:15:01 PM
2020/06/23,41-50,15,624,10/20/2020 02:15:01 PM
2020/06/24,41-50,10,634,10/20/2020 02:15:01 PM
2020/06/25,41-50,4,638,10/20/2020 02:15:01 PM
2020/06/26,41-50,5,643,10/20/2020 02:15:01 PM
2020/06/27,41-50,4,647,10/20/2020 02:15:01 PM
2020/06/28,41-50,2,649,10/20/2020 02:15:01 PM
2020/06/29,41-50,15,664,10/20/2020 02:15:01 PM
2020/06/30,41-50,13,677,10/20/2020 02:15:01 PM
2020/07/01,41-50,8,685,10/20/2020 02:15:01 PM
2020/07/02,41-50,15,700,10/20/2020 02:15:01 PM
2020/07/03,41-50,23,723,10/20/2020 02:15:01 PM
2020/07/04,41-50,0,723,10/20/2020 02:15:01 PM
2020/07/05,41-50,8,731,10/20/2020 02:15:01 PM
2020/07/06,41-50,15,746,10/20/2020 02:15:01 PM
2020/07/07,41-50,13,759,10/20/2020 02:15:01 PM
2020/07/08,41-50,16,775,10/20/2020 02:15:01 PM
2020/07/09,41-50,9,784,10/20/2020 02:15:01 PM
2020/07/10,41-50,24,808,10/20/2020 02:15:01 PM
2020/07/11,41-50,12,820,10/20/2020 02:15:01 PM
2020/07/12,41-50,13,833,10/20/2020 02:15:01 PM
2020/07/13,41-50,19,852,10/20/2020 02:15:01 PM
2020/07/14,41-50,23,875,10/20/2020 02:15:01 PM
2020/07/15,41-50,20,895,10/20/2020 02:15:01 PM
2020/07/16,41-50,30,925,10/20/2020 02:15:01 PM
2020/07/17,41-50,21,946,10/20/2020 02:15:01 PM
2020/07/18,41-50,8,954,10/20/2020 02:15:01 PM
2020/07/19,41-50,17,971,10/20/2020 02:15:01 PM
2020/07/20,41-50,25,996,10/20/2020 02:15:01 PM
2020/07/21,41-50,21,1017,10/20/2020 02:15:01 PM
2020/07/22,41-50,21,1038,10/20/2020 02:15:01 PM
2020/07/23,41-50,22,1060,10/20/2020 02:15:01 PM
2020/07/24,41-50,26,1086,10/20/2020 02:15:01 PM
2020/07/25,41-50,12,1098,10/20/2020 02:15:01 PM
2020/07/26,41-50,6,1104,10/20/2020 02:15:01 PM
2020/07/27,41-50,13,1117,10/20/2020 02:15:01 PM
2020/07/28,41-50,17,1134,10/20/2020 02:15:01 PM
2020/07/29,41-50,23,1157,10/20/2020 02:15:01 PM
2020/07/30,41-50,24,1181,10/20/2020 02:15:01 PM
2020/07/31,41-50,19,1200,10/20/2020 02:15:01 PM
2020/08/01,41-50,8,1208,10/20/2020 02:15:01 PM
2020/08/02,41-50,3,1211,10/20/2020 02:15:01 PM
2020/08/03,41-50,12,1223,10/20/2020 02:15:01 PM
2020/08/04,41-50,13,1236,10/20/2020 02:15:01 PM
2020/08/05,41-50,21,1257,10/20/2020 02:15:01 PM
2020/08/06,41-50,16,1273,10/20/2020 02:15:01 PM
2020/08/07,41-50,27,1300,10/20/2020 02:15:01 PM
2020/08/08,41-50,13,1313,10/20/2020 02:15:01 PM
2020/08/09,41-50,8,1321,10/20/2020 02:15:01 PM
2020/08/10,41-50,11,1332,10/20/2020 02:15:01 PM
2020/08/11,41-50,19,1351,10/20/2020 02:15:01 PM
2020/08/12,41-50,20,1371,10/20/2020 02:15:01 PM
2020/08/13,41-50,22,1393,10/20/2020 02:15:01 PM
2020/08/14,41-50,20,1413,10/20/2020 02:15:01 PM
2020/08/15,41-50,8,1421,10/20/2020 02:15:01 PM
2020/08/16,41-50,4,1425,10/20/2020 02:15:01 PM
2020/08/17,41-50,12,1437,10/20/2020 02:15:01 PM
2020/08/18,41-50,13,1450,10/20/2020 02:15:01 PM
2020/08/19,41-50,10,1460,10/20/2020 02:15:01 PM
2020/08/20,41-50,16,1476,10/20/2020 02:15:01 PM
2020/08/21,41-50,7,1483,10/20/2020 02:15:01 PM
2020/08/22,41-50,6,1489,10/20/2020 02:15:01 PM
2020/08/23,41-50,5,1494,10/20/2020 02:15:01 PM
2020/08/24,41-50,13,1507,10/20/2020 02:15:01 PM
2020/08/25,41-50,11,1518,10/20/2020 02:15:01 PM
2020/08/26,41-50,8,1526,10/20/2020 02:15:01 PM
2020/08/27,41-50,15,1541,10/20/2020 02:15:01 PM
2020/08/28,41-50,6,1547,10/20/2020 02:15:01 PM
2020/08/29,41-50,7,1554,10/20/2020 02:15:01 PM
2020/08/30,41-50,1,1555,10/20/2020 02:15:01 PM
2020/08/31,41-50,14,1569,10/20/2020 02:15:01 PM
2020/09/01,41-50,11,1580,10/20/2020 02:15:01 PM
2020/09/02,41-50,11,1591,10/20/2020 02:15:01 PM
2020/09/03,41-50,14,1605,10/20/2020 02:15:01 PM
2020/09/04,41-50,10,1615,10/20/2020 02:15:01 PM
2020/09/05,41-50,2,1617,10/20/2020 02:15:01 PM
2020/09/06,41-50,2,1619,10/20/2020 02:15:01 PM
2020/09/07,41-50,4,1623,10/20/2020 02:15:01 PM
2020/09/08,41-50,13,1636,10/20/2020 02:15:01 PM
2020/09/09,41-50,12,1648,10/20/2020 02:15:01 PM
2020/09/10,41-50,9,1657,10/20/2020 02:15:01 PM
2020/09/11,41-50,14,1671,10/20/2020 02:15:01 PM
2020/09/12,41-50,1,1672,10/20/2020 02:15:01 PM
2020/09/13,41-50,3,1675,10/20/2020 02:15:01 PM
2020/09/14,41-50,14,1689,10/20/2020 02:15:01 PM
2020/09/15,41-50,12,1701,10/20/2020 02:15:01 PM
2020/09/16,41-50,15,1716,10/20/2020 02:15:01 PM
2020/09/17,41-50,11,1727,10/20/2020 02:15:01 PM
2020/09/18,41-50,11,1738,10/20/2020 02:15:01 PM
2020/09/19,41-50,6,1744,10/20/2020 02:15:01 PM
2020/09/20,41-50,3,1747,10/20/2020 02:15:01 PM
2020/09/21,41-50,9,1756,10/20/2020 02:15:01 PM
2020/09/22,41-50,5,1761,10/20/2020 02:15:01 PM
2020/09/23,41-50,13,1774,10/20/2020 02:15:01 PM
2020/09/24,41-50,11,1785,10/20/2020 02:15:01 PM
2020/09/25,41-50,13,1798,10/20/2020 02:15:01 PM
2020/09/26,41-50,5,1803,10/20/2020 02:15:01 PM
2020/09/27,41-50,4,1807,10/20/2020 02:15:01 PM
2020/09/28,41-50,8,1815,10/20/2020 02:15:01 PM
2020/09/29,41-50,6,1821,10/20/2020 02:15:01 PM
2020/09/30,41-50,2,1823,10/20/2020 02:15:01 PM
2020/10/01,41-50,3,1826,10/20/2020 02:15:01 PM
2020/10/02,41-50,4,1830,10/20/2020 02:15:01 PM
2020/10/03,41-50,2,1832,10/20/2020 02:15:01 PM
2020/10/04,41-50,3,1835,10/20/2020 02:15:01 PM
2020/10/05,41-50,3,1838,10/20/2020 02:15:01 PM
2020/10/06,41-50,3,1841,10/20/2020 02:15:01 PM
2020/10/07,41-50,5,1846,10/20/2020 02:15:01 PM
2020/10/08,41-50,9,1855,10/20/2020 02:15:01 PM
2020/10/09,41-50,6,1861,10/20/2020 02:15:01 PM
2020/10/10,41-50,2,1863,10/20/2020 02:15:01 PM
2020/10/11,41-50,3,1866,10/20/2020 02:15:01 PM
2020/10/12,41-50,4,1870,10/20/2020 02:15:01 PM
2020/10/13,41-50,4,1874,10/20/2020 02:15:01 PM
2020/10/14,41-50,7,1881,10/20/2020 02:15:01 PM
2020/10/15,41-50,5,1886,10/20/2020 02:15:01 PM
2020/10/16,41-50,6,1892,10/20/2020 02:15:01 PM
2020/10/17,41-50,3,1895,10/20/2020 02:15:01 PM
2020/10/18,41-50,1,1896,10/20/2020 02:15:01 PM
2020/10/19,41-50,0,1896,10/20/2020 02:15:01 PM
2020/03/16,61-70,4,7,10/20/2020 02:15:01 PM
2020/03/17,61-70,1,8,10/20/2020 02:15:01 PM
2020/03/18,61-70,1,9,10/20/2020 02:15:01 PM
2020/03/19,61-70,1,10,10/20/2020 02:15:01 PM
2020/03/20,61-70,6,16,10/20/2020 02:15:01 PM
2020/03/21,61-70,1,17,10/20/2020 02:15:01 PM
2020/03/22,61-70,3,20,10/20/2020 02:15:01 PM
2020/03/23,61-70,3,23,10/20/2020 02:15:01 PM
2020/03/24,61-70,4,27,10/20/2020 02:15:01 PM
2020/03/25,61-70,8,35,10/20/2020 02:15:01 PM
2020/03/26,61-70,6,41,10/20/2020 02:15:01 PM
2020/03/27,61-70,5,46,10/20/2020 02:15:01 PM
2020/03/28,61-70,3,49,10/20/2020 02:15:01 PM
2020/03/29,61-70,1,50,10/20/2020 02:15:01 PM
2020/03/30,61-70,8,58,10/20/2020 02:15:01 PM
2020/03/31,61-70,6,64,10/20/2020 02:15:01 PM
2020/04/01,61-70,4,68,10/20/2020 02:15:01 PM
2020/04/02,61-70,4,72,10/20/2020 02:15:01 PM
2020/04/03,61-70,3,75,10/20/2020 02:15:01 PM
2020/04/04,61-70,0,75,10/20/2020 02:15:01 PM
2020/04/05,61-70,4,79,10/20/2020 02:15:01 PM
2020/04/06,61-70,9,88,10/20/2020 02:15:01 PM
2020/04/07,61-70,4,92,10/20/2020 02:15:01 PM
2020/04/08,61-70,8,100,10/20/2020 02:15:01 PM
2020/04/09,61-70,11,111,10/20/2020 02:15:01 PM
2020/04/10,61-70,3,114,10/20/2020 02:15:01 PM
2020/04/11,61-70,3,117,10/20/2020 02:15:01 PM
2020/04/12,61-70,1,118,10/20/2020 02:15:01 PM
2020/04/13,61-70,6,124,10/20/2020 02:15:01 PM
2020/04/14,61-70,6,130,10/20/2020 02:15:01 PM
2020/04/15,61-70,8,138,10/20/2020 02:15:01 PM
2020/04/16,61-70,2,140,10/20/2020 02:15:01 PM
2020/04/17,61-70,3,143,10/20/2020 02:15:01 PM
2020/04/18,61-70,1,144,10/20/2020 02:15:01 PM
2020/04/19,61-70,6,150,10/20/2020 02:15:01 PM
2020/04/20,61-70,4,154,10/20/2020 02:15:01 PM
2020/04/21,61-70,3,157,10/20/2020 02:15:01 PM
2020/04/22,61-70,8,165,10/20/2020 02:15:01 PM
2020/04/23,61-70,8,173,10/20/2020 02:15:01 PM
2020/04/24,61-70,2,175,10/20/2020 02:15:01 PM
2020/04/25,61-70,3,178,10/20/2020 02:15:01 PM
2020/04/26,61-70,2,180,10/20/2020 02:15:01 PM
2020/04/27,61-70,3,183,10/20/2020 02:15:01 PM
2020/04/28,61-70,2,185,10/20/2020 02:15:01 PM
2020/04/29,61-70,7,192,10/20/2020 02:15:01 PM
2020/04/30,61-70,4,196,10/20/2020 02:15:01 PM
2020/05/01,61-70,2,198,10/20/2020 02:15:01 PM
2020/05/02,61-70,5,203,10/20/2020 02:15:01 PM
2020/05/03,61-70,0,203,10/20/2020 02:15:01 PM
2020/05/04,61-70,3,206,10/20/2020 02:15:01 PM
2020/05/05,61-70,1,207,10/20/2020 02:15:01 PM
2020/05/06,61-70,2,209,10/20/2020 02:15:01 PM
2020/05/07,61-70,1,210,10/20/2020 02:15:01 PM
2020/05/08,61-70,3,213,10/20/2020 02:15:01 PM
2020/05/09,61-70,1,214,10/20/2020 02:15:01 PM
2020/05/10,61-70,0,214,10/20/2020 02:15:01 PM
2020/05/11,61-70,1,215,10/20/2020 02:15:01 PM
2020/05/12,61-70,2,217,10/20/2020 02:15:01 PM
2020/05/13,61-70,2,219,10/20/2020 02:15:01 PM
2020/05/14,61-70,3,222,10/20/2020 02:15:01 PM
2020/05/15,61-70,3,225,10/20/2020 02:15:01 PM
2020/05/16,61-70,1,226,10/20/2020 02:15:01 PM
2020/05/17,61-70,1,227,10/20/2020 02:15:01 PM
2020/05/18,61-70,1,228,10/20/2020 02:15:01 PM
2020/05/19,61-70,0,228,10/20/2020 02:15:01 PM
2020/05/20,61-70,2,230,10/20/2020 02:15:01 PM
2020/05/21,61-70,1,231,10/20/2020 02:15:01 PM
2020/05/22,61-70,0,231,10/20/2020 02:15:01 PM
2020/05/23,61-70,2,233,10/20/2020 02:15:01 PM
2020/05/24,61-70,0,233,10/20/2020 02:15:01 PM
2020/05/25,61-70,1,234,10/20/2020 02:15:01 PM
2020/05/26,61-70,0,234,10/20/2020 02:15:01 PM
2020/05/27,61-70,1,235,10/20/2020 02:15:01 PM
2020/05/28,61-70,1,236,10/20/2020 02:15:01 PM
2020/05/29,61-70,1,237,10/20/2020 02:15:01 PM
2020/05/30,61-70,2,239,10/20/2020 02:15:01 PM
2020/05/31,61-70,3,242,10/20/2020 02:15:01 PM
2020/06/01,61-70,2,244,10/20/2020 02:15:01 PM
2020/06/02,61-70,3,247,10/20/2020 02:15:01 PM
2020/06/03,61-70,3,250,10/20/2020 02:15:01 PM
2020/06/04,61-70,3,253,10/20/2020 02:15:01 PM
2020/06/05,61-70,3,256,10/20/2020 02:15:01 PM
2020/06/06,61-70,1,257,10/20/2020 02:15:01 PM
2020/06/07,61-70,1,258,10/20/2020 02:15:01 PM
2020/06/08,61-70,2,260,10/20/2020 02:15:01 PM
2020/06/09,61-70,1,261,10/20/2020 02:15:01 PM
2020/06/10,61-70,0,261,10/20/2020 02:15:01 PM
2020/06/11,61-70,2,263,10/20/2020 02:15:01 PM
2020/06/12,61-70,5,268,10/20/2020 02:15:01 PM
2020/06/13,61-70,1,269,10/20/2020 02:15:01 PM
2020/06/14,61-70,0,269,10/20/2020 02:15:01 PM
2020/06/15,61-70,1,270,10/20/2020 02:15:01 PM
2020/06/16,61-70,3,273,10/20/2020 02:15:01 PM
2020/06/17,61-70,1,274,10/20/2020 02:15:01 PM
2020/06/18,61-70,2,276,10/20/2020 02:15:01 PM
2020/06/19,61-70,4,280,10/20/2020 02:15:01 PM
2020/06/20,61-70,1,281,10/20/2020 02:15:01 PM
2020/06/21,61-70,1,282,10/20/2020 02:15:01 PM
2020/06/22,61-70,5,287,10/20/2020 02:15:01 PM
2020/06/23,61-70,6,293,10/20/2020 02:15:01 PM
2020/06/24,61-70,3,296,10/20/2020 02:15:01 PM
2020/06/25,61-70,1,297,10/20/2020 02:15:01 PM
2020/06/26,61-70,6,303,10/20/2020 02:15:01 PM
2020/06/27,61-70,4,307,10/20/2020 02:15:01 PM
2020/06/28,61-70,2,309,10/20/2020 02:15:01 PM
2020/06/29,61-70,3,312,10/20/2020 02:15:01 PM
2020/06/30,61-70,5,317,10/20/2020 02:15:01 PM
2020/07/01,61-70,4,321,10/20/2020 02:15:01 PM
2020/07/02,61-70,3,324,10/20/2020 02:15:01 PM
2020/07/03,61-70,1,325,10/20/2020 02:15:01 PM
2020/07/04,61-70,0,325,10/20/2020 02:15:01 PM
2020/07/05,61-70,2,327,10/20/2020 02:15:01 PM
2020/07/06,61-70,6,333,10/20/2020 02:15:01 PM
2020/07/07,61-70,5,338,10/20/2020 02:15:01 PM
2020/07/08,61-70,7,345,10/20/2020 02:15:01 PM
2020/07/09,61-70,3,348,10/20/2020 02:15:01 PM
2020/07/10,61-70,9,357,10/20/2020 02:15:01 PM
2020/07/11,61-70,5,362,10/20/2020 02:15:01 PM
2020/07/12,61-70,4,366,10/20/2020 02:15:01 PM
2020/07/13,61-70,9,375,10/20/2020 02:15:01 PM
2020/07/14,61-70,11,386,10/20/2020 02:15:01 PM
2020/07/15,61-70,9,395,10/20/2020 02:15:01 PM
2020/07/16,61-70,7,402,10/20/2020 02:15:01 PM
2020/07/17,61-70,8,410,10/20/2020 02:15:01 PM
2020/07/18,61-70,4,414,10/20/2020 02:15:01 PM
2020/07/19,61-70,4,418,10/20/2020 02:15:01 PM
2020/07/20,61-70,9,427,10/20/2020 02:15:01 PM
2020/07/21,61-70,12,439,10/20/2020 02:15:01 PM
2020/07/22,61-70,8,447,10/20/2020 02:15:01 PM
2020/07/23,61-70,6,453,10/20/2020 02:15:01 PM
2020/07/24,61-70,7,460,10/20/2020 02:15:01 PM
2020/07/25,61-70,3,463,10/20/2020 02:15:01 PM
2020/07/26,61-70,3,466,10/20/2020 02:15:01 PM
2020/07/27,61-70,3,469,10/20/2020 02:15:01 PM
2020/07/28,61-70,8,477,10/20/2020 02:15:01 PM
2020/07/29,61-70,8,485,10/20/2020 02:15:01 PM
2020/07/30,61-70,11,496,10/20/2020 02:15:01 PM
2020/07/31,61-70,11,507,10/20/2020 02:15:01 PM
2020/08/01,61-70,3,510,10/20/2020 02:15:01 PM
2020/08/02,61-70,2,512,10/20/2020 02:15:01 PM
2020/08/03,61-70,10,522,10/20/2020 02:15:01 PM
2020/08/04,61-70,7,529,10/20/2020 02:15:01 PM
2020/08/05,61-70,6,535,10/20/2020 02:15:01 PM
2020/08/06,61-70,2,537,10/20/2020 02:15:01 PM
2020/08/07,61-70,7,544,10/20/2020 02:15:01 PM
2020/08/08,61-70,3,547,10/20/2020 02:15:01 PM
2020/08/09,61-70,1,548,10/20/2020 02:15:01 PM
2020/08/10,61-70,6,554,10/20/2020 02:15:01 PM
2020/08/11,61-70,3,557,10/20/2020 02:15:01 PM
2020/08/12,61-70,5,562,10/20/2020 02:15:01 PM
2020/08/13,61-70,6,568,10/20/2020 02:15:01 PM
2020/08/14,61-70,5,573,10/20/2020 02:15:01 PM
2020/08/15,61-70,5,578,10/20/2020 02:15:01 PM
2020/08/16,61-70,5,583,10/20/2020 02:15:01 PM
2020/08/17,61-70,6,589,10/20/2020 02:15:01 PM
2020/08/18,61-70,2,591,10/20/2020 02:15:01 PM
2020/08/19,61-70,3,594,10/20/2020 02:15:01 PM
2020/08/20,61-70,5,599,10/20/2020 02:15:01 PM
2020/08/21,61-70,5,604,10/20/2020 02:15:01 PM
2020/08/22,61-70,6,610,10/20/2020 02:15:01 PM
2020/08/23,61-70,2,612,10/20/2020 02:15:01 PM
2020/08/24,61-70,7,619,10/20/2020 02:15:01 PM
2020/08/25,61-70,3,622,10/20/2020 02:15:01 PM
2020/08/26,61-70,3,625,10/20/2020 02:15:01 PM
2020/08/27,61-70,4,629,10/20/2020 02:15:01 PM
2020/08/28,61-70,4,633,10/20/2020 02:15:01 PM
2020/08/29,61-70,5,638,10/20/2020 02:15:01 PM
2020/08/30,61-70,1,639,10/20/2020 02:15:01 PM
2020/08/31,61-70,6,645,10/20/2020 02:15:01 PM
2020/09/01,61-70,4,649,10/20/2020 02:15:01 PM
2020/09/02,61-70,8,657,10/20/2020 02:15:01 PM
2020/09/03,61-70,3,660,10/20/2020 02:15:01 PM
2020/09/04,61-70,6,666,10/20/2020 02:15:01 PM
2020/09/05,61-70,6,672,10/20/2020 02:15:01 PM
2020/09/06,61-70,1,673,10/20/2020 02:15:01 PM
2020/09/07,61-70,5,678,10/20/2020 02:15:01 PM
2020/09/08,61-70,4,682,10/20/2020 02:15:01 PM
2020/09/09,61-70,7,689,10/20/2020 02:15:01 PM
2020/09/10,61-70,5,694,10/20/2020 02:15:01 PM
2020/09/11,61-70,10,704,10/20/2020 02:15:01 PM
2020/09/12,61-70,5,709,10/20/2020 02:15:01 PM
2020/09/13,61-70,0,709,10/20/2020 02:15:01 PM
2020/09/14,61-70,5,714,10/20/2020 02:15:01 PM
2020/09/15,61-70,6,720,10/20/2020 02:15:01 PM
2020/09/16,61-70,9,729,10/20/2020 02:15:01 PM
2020/09/17,61-70,2,731,10/20/2020 02:15:01 PM
2020/09/18,61-70,5,736,10/20/2020 02:15:01 PM
2020/09/19,61-70,1,737,10/20/2020 02:15:01 PM
2020/09/20,61-70,2,739,10/20/2020 02:15:01 PM
2020/09/21,61-70,3,742,10/20/2020 02:15:01 PM
2020/09/22,61-70,3,745,10/20/2020 02:15:01 PM
2020/09/23,61-70,2,747,10/20/2020 02:15:01 PM
2020/09/24,61-70,2,749,10/20/2020 02:15:01 PM
2020/09/25,61-70,4,753,10/20/2020 02:15:01 PM
2020/09/26,61-70,2,755,10/20/2020 02:15:01 PM
2020/09/27,61-70,2,757,10/20/2020 02:15:01 PM
2020/09/28,61-70,3,760,10/20/2020 02:15:01 PM
2020/09/29,61-70,4,764,10/20/2020 02:15:01 PM
2020/09/30,61-70,6,770,10/20/2020 02:15:01 PM
2020/10/01,61-70,4,774,10/20/2020 02:15:01 PM
2020/10/02,61-70,2,776,10/20/2020 02:15:01 PM
2020/10/03,61-70,2,778,10/20/2020 02:15:01 PM
2020/10/04,61-70,0,778,10/20/2020 02:15:01 PM
2020/10/05,61-70,2,780,10/20/2020 02:15:01 PM
2020/10/06,61-70,3,783,10/20/2020 02:15:01 PM
2020/10/07,61-70,0,783,10/20/2020 02:15:01 PM
2020/10/08,61-70,1,784,10/20/2020 02:15:01 PM
2020/10/09,61-70,3,787,10/20/2020 02:15:01 PM
2020/10/10,61-70,0,787,10/20/2020 02:15:01 PM
2020/10/11,61-70,0,787,10/20/2020 02:15:01 PM
2020/10/12,61-70,3,790,10/20/2020 02:15:01 PM
2020/10/13,61-70,5,795,10/20/2020 02:15:01 PM
2020/10/14,61-70,2,797,10/20/2020 02:15:01 PM
2020/10/15,61-70,2,799,10/20/2020 02:15:01 PM
2020/10/16,61-70,3,802,10/20/2020 02:15:01 PM
2020/10/17,61-70,1,803,10/20/2020 02:15:01 PM
2020/10/18,61-70,0,803,10/20/2020 02:15:01 PM
2020/10/19,61-70,0,803,10/20/2020 02:15:01 PM
